,ACAL1,ACAL2,ACAL3,ALPC10,ALPC11,ALPC12,ALPC13,ALPC3,ALPC4,ALPC5,ALPC6,ALPC8,ALPC9,Aq1,Aq10,Aq12,Aq13,Aq14,Aq15,Aq16,Aq17,Aq18,Aq19,Aq2,Aq20,Aq21,Aq22,Aq23,Aq24,Aq25,Aq26,Aq27,Aq28,Aq29,Aq3,Aq30,Aq31,Aq32,Aq33,Aq34,Aq35,Aq36,Aq37,Aq38,Aq39,Aq4,Aq40,Aq41,Aq42,Aq5,Aq7,Aq8,Aq9,ARA1,ARA10,ARA11,ARA12,ARA13,ARA14,ARA15,ARA16,ARA17,ARA18,ARA19,ARA2,ARA20,ARA21,ARA22,ARA23,ARA24,ARA25,ARA26,ARA28,ARA29,ARA30,ARA31,ARA32,ARA4,ARA5,ARA6,ARA7,ARA8,ARA9,As1,As10,As2,As9,BFC10,BFC11,BFC12,BFC13,BFC14,BFC15,BFC16,BFC17,BFC18,BFC19,BFC2,BFC20,BFC21,BFC22,BFC23,BFC24,BFC25,BFC26,BFC27,BFC3,BFC6,BFC7,BFC8,BFC9,Br2,Br3,CVL1,CVL2,CVL3,CVL4,CVL5,CVL6,CVL7,CVL8,CVL9,LRMD1,LRMD10,LRMD11,LRMD2,LRMD3,LRMD4,LRMD5,LRMD6,LRMD7,LRMD8,LRMD9,PDL1,PDL2,S2,SA10,SA11,SA3,SA6,SA8,SA9
Otu000172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2751,0,0,0,0,0,0
Otu000173,0,144,21,0,0,0,0,0,0,0,0,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,229,0,106,62,148,214,27,10,2,99,0,0,0,4,0,0,0,5,7,0,0,0,0,443,0,0,0,0,0,0,0,0,34,0,0,0,0,28,9,85,139,13,46,6,2,6,0,0,0,285,0,0,3,20,0,0,0,36,0,0,0,2,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,76,4,0,0,0,0,2,0,0,0,0,0,20,120,25,269,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Otu000174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1209,1348,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0
Otu000175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,816,0,0,0,0,0,0,4,121,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,24,0,0,0,0,0,0,0,22,0,0
Otu000176,0,0,0,0,0,0,0,42,0,0,0,0,0,0,17,8,0,0,0,0,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,9,0,9,4,0,0,0,0,0,0,0,0,0,0,0,22,10,134,0,0,0,0,0,0
Otu000177,0,0,5,0,0,0,0,0,0,0,29,296,0,0,0,0,0,0,0,0,0,0,0,1431,0,0,0,0,0,0,0,0,0,0,0,5,11,16,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,93,0,95,10,417,114,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,47,0,10,4,56,0,0,0,3,0,7,4,16,0,0,0,15,4,11,38,93,39,8,2,0,0,0,2,11,19,16,83,58,0,0,0,19,29,0,0,0,0,0,2,5,11,5,44,99,32,0,12,16,39,17,20,31,6,0,0,0,0,23,0,0,0,0,16,181,6,33,17,32,11,10,37,11,0,3,4,0,57,27,24,105,83,12,15,682,24,6,0,0,0,0,8,5,0,7,0,12,0,0,29,43,0,0,0,11,4,0,0,0,13,0,3,12,18,0,0,2,70
Otu000179,10,51,0,11,0,31,81,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25,19,64,3,9,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,10,39,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,10,0,0,11,0,0,0,30,881,88,0,0,0,15,0,64,0,9,0,0,0,0,0,0,5,0,0,0,29,0,15,4,0,31,0,0,0,3,213,0,0,0,0,0,2,0,0,0,0,22,14,101,104,153,15,0,160,17,0,0,0,0,0,0,0,0,0,0,7
Otu000180,0,0,0,0,0,0,0,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000181,0,55,0,149,0,0,0,0,0,0,37,26,0,2,33,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,6,0,67,7,0,9,5,5,0,4,0,17,0,0,10,0,0,16,0,0,8,0,0,0,5,1507,0,0,0,0,4,0,0,67,0,0,5,18,0,0,5,0,0,10,0,0,0,0,0,0,26,70,0,0,0,26,0,0,0,10,13,0,0,5,0,0,0,52,0,0,6,0,31,0,0,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,41,0,95,30,85,0,0,5,0,0,0,0,0,0,0,2,0,0,0,8
Otu000182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,59,5,14,59,3,21,85,0,0,0,0,0,0,0,2,0,0,0,95,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,76,0,104,0,20,0,17,16,7,152,148,18,219,31,27,90,23,0,3,218,74,4,0,0,203,10,238,8,0,0,8,2,0,0,5,0,0,0,0,41,0,0,3,0,0,4,0,0,0,0,5,0,0,0,109,3,0,77,0
Otu000183,0,57,0,145,0,323,77,0,0,6,10,0,0,36,66,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,4,72,9,7,0,6,7,114,20,2,10,0,0,62,0,0,6,0,0,15,16,0,0,17,100,0,0,0,6,0,0,0,0,16,2,12,106,3,0,8,0,0,0,0,197,0,0,0,95,0,23,0,0,0,5,27,0,0,14,67,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,34,3,72,0,0,4,6,0,0,0,0,61,27,16,0,0,0,281
Otu000184,3,34,8,0,0,0,14,0,0,0,0,0,0,0,279,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,17,32,4,8,11,23,20,49,0,3,0,0,3,0,44,22,57,180,0,0,0,20,0,0,0,25,6,0,0,0,0,0,0,0,6,0,27,29,0,8,34,8,0,16,0,0,21,20,40,0,53,14,13,0,3,13,109,113,119,231,58,0,49,6,3,0,20,202,15,20,4,21,46,2,0,5,23,0,0,0,0,0,0,0,0,0,0,0,77,0,0,6,0,0,0,0,0,0,0,0,0,6,20,0,0,7,0
Otu000185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,4,5,0,21,0,0,0,0,0,0,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,10,0,18,19,2,5,0,0,0,0,0,27,0,0,14,0,20,0,28,23,40,52,31,66,0,33,46,0,41,53,9,0,7,26,14,29,35,0,0,0,0,0,0,0,0,0,0,0,1389,0,0,0,0,0,85,0,0,0,0,16,4,0,26,0,0,6,183,13
Otu000186,0,0,0,0,0,0,0,0,0,0,0,5,0,16,20,35,0,0,0,0,70,0,18,68,89,0,7,26,5,0,0,0,0,0,23,0,15,10,14,88,198,125,0,14,13,0,0,21,27,12,10,3,0,0,0,0,207,239,6,2,10,19,0,22,0,38,45,281,85,226,0,30,0,0,0,0,0,0,0,0,0,5,17,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,14,16,0,10,15,5,0,3,0,24,114,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Otu000187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,6,70,37,0,0,16,0,0,2,3,0,0,3,0,0,0,0,0,0,15,78,12,0,81,0,0,0,0,37,4,2,11,12,0,0,0,0,10,0,0,0,0,0,4,0,0,3,3,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,3,6,39,183,2,151,42,0,0,126,51,0,60,23,39,0,0,150,0,91,0,0,0,72,111,98,76,151,91,68,0,69,81,5,0,0,0,0,0,0,0,0,0,114,46,0,9,0,0,0,0,0
Otu000188,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,265,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,414,16,264,0,81,0,13,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,15,13,0,7,2,46,2,0,0,0,0,0,0,0,19,0,0,0,35,0,3,0,234,227,458,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,216,97,115,79,325,25,33,25,69,0,0,0,0,0,0,0,0,0,0,0,184,13,0,2,0,0,0,8,0
Otu000190,0,7,0,34,1298,495,55,0,0,9,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000191,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,352,0,0,0,14,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,34,0,0,9,11,0,0,0,0,0,0,7,0,0
Otu000192,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,380,0,0,0,6,4,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0
Otu000193,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,8,446,0,0,2,0,0,0,40,0,0,0,0,0,0,0,142,561,0,0,0,0,0,0,0,0,0,341,183,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,11,360,0,0,0,0,0,0,0,0,0,0,0
Otu000194,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,11,0,12,288,0,36,28,492,28,9,16,0,11,0,20,0,0,0,0,42,0,0,0,0,24,16,17,0,0,0,0,0,27,0,149,23,0,205,0,0,0,0,0,24,29,28,24,0,15,0,11,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,24,0,0,41,17,62,11,0,0,0,0,0,0,0,0,0,0,0,20,86,0,0,0,0,0,0,0
Otu000195,0,0,0,119,0,1111,230,0,0,45,22,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,23,0,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000196,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,0,0,5,136,132,288,240,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,269,53,0,227,8,388,18,17,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,43,0,81,0,0,0,0,19,28,129,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,21,0,0,0,0,41,0,0,0,0,35,0,0,0,0,0,0,0,0
Otu000197,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,10,137,118,3,0,4,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,212,191,0,47,0,5,0,0,0,0,0,0,0,0,0,32,188,0,0,0,0,0,0,0,0,0,61,406,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
Otu000198,0,19,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,289,0,11,10,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,79,0,17,0,0,256,0,0,289,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,60,21,0,17,7,272,0,0,0,0,0,0,411,0,0,0
Otu000199,0,0,0,0,0,0,0,0,0,0,2,0,0,0,45,0,0,0,0,0,0,0,0,11,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,4,10,37,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,9,443,34,0,33,3,878,4,0,0,58,5,30,0,0,0,0,13,16,15,0,0,0,29,126,37,12,38,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,12,0
Otu000200,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1335,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000201,0,13,0,61,0,19,145,2,0,20,28,5,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,67,40,0,108,23,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,35,0,54,0,0,0,194,10,30,0,0,0,132,0,0,0,44,207,0,4,0,0,3,7,0,11,0,6,4,4,0,0,9,0,2,0,7,113,9,0,0,0,0,0,0,0,4,0,0,0,0,0,114,0,0,0,7,0,0,0,0,0,0,16,0,0,10,10
Otu000202,0,0,0,0,0,0,0,0,10,0,0,0,0,0,337,0,3,0,0,0,4,0,0,0,0,87,6,0,0,12,0,0,0,0,0,0,0,0,0,10,3,0,2,0,5,0,52,6,378,2,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,2,0,13,0,0,0,0,0,0,0,0,53,0,0,6,0,0,0,0,0,17,0,18,0,7,73,9,163,22,0,102,0,450,0,0,0,0,116,7,0,0,3,40,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,0,8,22,2,0,0,9,0
Otu000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,8,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,3,38,0,3,0,0,0,0,0,0,0,0,13,0,0,9,0,9,0,0,42,0,0,0,0,7,6,22,83,116,99,0,47,6,66,80,66,0,6,0,8,0,3,20,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,31,0,203,0,0,0,6,0,0,0,0,0,0,0,0,0,0,91,28,38,47,128,23,13,0,27,215,0,0,0,0,0,0,0,4,0,0,17,0,6,0,5,0,0,9,211
Otu000204,0,0,0,0,0,0,0,0,0,0,0,37,0,0,19,0,0,0,0,26,6,67,431,10,38,33,67,15,0,12,0,0,0,0,0,0,0,11,15,23,88,32,0,43,123,0,16,157,87,0,0,15,7,0,0,0,0,128,0,0,0,114,0,10,0,117,20,119,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,10,0,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0
Otu000205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1659,20,0,0,0,0,0,0,371,0,0
Otu000206,0,180,0,345,0,0,94,7,0,400,111,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84,0,0,91,0,0,0,0,0,0,0,0,0,0,0
Otu000207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,110,289,0,6,0,30,0,3,0,0,0,0,83,1439,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,2,0,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,613,0,0,0,0,0,0,0,0,18,0,48,9,0,0,0,9,31,119,63,8,3,0,0,26,0,5,2,40,0,0,0,0,27,0,0,0,3,17,98,55,67,41,140,23,22,14,0,0,0,0,0,92,0,0,0,0,81,0,4,0,15,0,0,0,76
Otu000209,0,9,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,7,77,61,23,33,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,63,38,0,41,0,0,0,7,76,4,0,13,2,0,0,0,0,229,0,0,37,37,0,19,0,239,267,88,222,110,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,0,0,0,0
Otu000210,261,11,0,47,0,17,482,0,0,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,70,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,36,37,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,14,0,0,0,27,12,25,46,29,5,27,0,0,0,110,19,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,10,0,0,0,37,19,0,0,0,0,0,0,0,0,0,0,3,0,0,13,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Otu000212,0,0,0,0,0,0,0,4,0,0,0,5,0,0,40,0,0,0,0,4,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,35,5,0,0,0,2,2,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,3,3,0,0,0,21,12,109,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,76,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000213,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,209,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,43,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,11,13,0,0,0,0,12,7,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,14,6,12,0,0,47,0,0,0,0,0,0,0,14,25,19,0,14,0,0,0,0,0,2,0,0,0,0,0,0,335,0,3,0,0,5,0,296,0,0
Otu000214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,72,35,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,0,0,0
Otu000215,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,11,0,0,0,9,0,0,0,6,0,3,0,0,0,0,50,86,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,36,40,1197,5,6,29,0,0,0,0,0,0,0,0,23,0,8,0,0,0,0,6,0,0,0,0,0,9,0,0,0,17,81,47,0,0,0,2,0,0,0,0,6,0,0,2,4,0,0,0,0,33,0,0,0,23,0,0,0,0,6,0,0,4,8,0,0,0,0
Otu000216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,11,0,4,0,3,27,0,0,0,0,0,0,0,0,0,0,0,9,8,23,8,8,31,0,0,9,9,138,68,10,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,188,0,0,0,16,21,0,0,0,2,0,43,0,19,7,0,10,0,66,9,230,74,0,10,0,18,0,0,71,5,13,0,0,29,16,45,0,0,0,0,7,0,0,15,41,0,0,0,0,0,0,0,0,0,36,0,0,0,0,14,13,0,172,101,0,0,93,8
